,NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
481,210056679779,2022,3,F,1,1,1,2,0,2,1.0,0,3552502.0,Suzano,35.0,SP,2.0,1.0,1.0,3552502,Suzano,35,SP,1,1,1,1,1088.0,1058.0,1067.0,1077.0,424.9,551.0,581.4,638.6,EEBDACBACAEBCDCDDADBEDECBCAABAAEABDDEEECABDBC,CEDACBDDDECBAEDDACACEABCDDDDEECADBCDDAECBDADA,CDBEDCEABDDDBCDECAAEEBEACECDCCEABACBBCDDDABCE,BCACAECACEABBEAAACDBBDCDDBEADEEDCDEBDBCDEEBAC,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,160.0,180.0,160.0,160.0,160.0,820.0,D,C,C,B,4,E,A,B,C,B,A,B,B,B,A,A,A,A,C,A,B,E,B,B,B
482,210056559972,2022,7,F,1,3,1,1,4,1,,0,,,,,,,,2914802,Itabuna,29,BA,1,1,1,1,1088.0,1058.0,1067.0,1077.0,520.8,585.8,564.4,578.6,ADCCBECDEABBDBCDCBAADCDCDCACCBEACCABAADDACACE,CEDAAAECDDCBADDCDEAECBEEACDDADEACBCDEBEACCDBE,AADEACEBECBEBADAABEAEAEACADDCEEBEAEBBDBCDACCD,EECBBDADEEBCBEAADAAEBDBBDBCDECDBEBAECDBADCCAC,1,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,120.0,140.0,120.0,120.0,120.0,620.0,E,C,D,B,2,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
483,210057101627,2022,3,M,1,1,1,2,0,2,1.0,0,,,,,,,,3518800,Guarulhos,35,SP,1,1,1,1,1086.0,1055.0,1065.0,1076.0,637.4,567.1,584.9,547.5,EABDBECAAECCDABEACCEBAEAABBBACCEEDABBCBDDADBC,DEABEEDBBDADECBEBDEBADDAAEBDBECBDEBCAABDBECCD,EDAACEBDAACBCDEBDBCCBACECCBBECAEBDACACADBDEEE,DADCACDDBCBBBCEBAADBAEDCEDDCBEADCEDAACBECADDC,1,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,140.0,200.0,160.0,140.0,140.0,780.0,E,G,B,D,4,I,A,B,C,A,A,B,A,B,B,B,A,B,C,A,A,E,A,B,B
484,210055388062,2022,7,F,1,1,1,1,3,1,,0,,,,,,,,3304557,Rio de Janeiro,33,RJ,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,B,B,2,C,A,B,C,A,A,B,B,B,A,B,A,A,C,A,B,C,B,B,B
485,210055076368,2022,12,M,0,3,1,1,0,1,,0,,,,,,,,2704302,Maceió,27,AL,1,1,1,1,1085.0,1057.0,1068.0,1075.0,423.9,487.5,459.2,513.6,DCCBEEECACBBDDEECDEDECDECDECCBCECDBCCBACEAADB,DBACBBEDCCAEACEDAEDBDAEBDEDBABDECDDBBBCDCBCCC,BECCEBCBDECCBBDDECDAEBDABDDADAEBABAECBEAADCED,CADCEBACBCACDDCBDCCDCBCEEDCADCAEBCBDCACEBECDE,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,80.0,120.0,120.0,80.0,100.0,500.0,B,D,B,B,2,D,A,B,C,B,B,B,A,A,A,A,A,A,B,A,A,C,A,A,B
486,210054547426,2022,4,M,1,1,1,1,2,1,,0,,,,,,,,1501402,Belém,15,PA,1,1,1,1,1087.0,1056.0,1066.0,1078.0,591.9,553.4,560.2,588.2,DCDCDBADACBABBADCCCCBBECDEEDBAAABDBDEEDEBADBC,ECABBECEDDECCBABCEEBACACDCBDBCDCDDAABABCBEADC,DAEAACBBCACAAEBBADADECCABCAEEBBADDBCEBABCECBC,BBEBA.D.D.CDDAAEDEBDDACBEACCDBABCDCECDBACAECD,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,100.0,120.0,120.0,140.0,100.0,580.0,B,E,B,B,4,D,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
487,210054833792,2022,2,M,3,4,1,2,0,2,1.0,0,2927408.0,Salvador,29.0,BA,2.0,1.0,1.0,2927408,Salvador,29,BA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,C,F,A,B,4,F,A,C,D,B,A,B,A,B,A,B,A,A,B,A,A,A,A,B,B
488,210058014394,2022,4,F,1,1,1,1,1,1,,0,,,,,,,,2302800,Canindé,23,CE,1,1,1,1,1087.0,1056.0,1066.0,1078.0,404.6,468.5,491.0,525.3,ACDACCCBBDAABBBDBDCEBDAEDEDEDABBDDDABACDDCCDD,EEEACECDBECDBADDEBDBAAEBAEBDBEBADCEDBDABACEDC,BABCBCDBBAAACACABDBCECEAADCBECCABCACBDBEBECCB,CEECBCCBCBCCBCADCCDBCDECBDECDBBCDECCDACDCCBCC,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,160.0,180.0,140.0,160.0,200.0,840.0,B,D,A,B,4,C,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,B
489,210054806922,2022,6,F,1,3,1,2,0,2,1.0,0,1303403.0,Parintins,13.0,AM,2.0,1.0,1.0,1303403,Parintins,13,AM,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,E,B,B,1,A,B,B,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
490,210056777106,2022,11,F,1,2,1,1,11,1,,0,,,,,,,,2909802,Cruz das Almas,29,BA,1,1,1,1,1087.0,1056.0,1066.0,1078.0,431.8,449.9,489.3,442.4,ABEAECAAEABCCDCCBEDBDBCECCABDAABACBEBBACCBBEC,EECABDEBADACACDDADBDACACECAECCDEACAECADBEADDA,DBEAADEA*CACEBAAADBCECADBCADDCBADAECEABDABDBD,BDECEDCEBEBDCAEECBEDBECABCBBCDEABCACEBDCBDBDB,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,3.0,0.0,0.0,0.0,0.0,0.0,0.0,D,C,B,F,2,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
491,210055233695,2022,4,F,1,1,1,1,2,1,,0,,,,,,,,2300754,Amontada,23,CE,1,1,1,1,1085.0,1057.0,1068.0,1075.0,534.5,589.6,548.9,592.3,EDDBACECCDBADEBCEBDDBCDDDCCCBCCBCEECACBACACDE,DBDCACECDEACEEBDAAAEBCDDAEBEABDEBADDABDDECCAC,BDADACCADACCABCBDABAEEBCBAAAADEBAECAADDAADEAA,DCDBEBEDAEBDBEDCCDBEBDDEADDABCCECBDAEDCECACEE,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,140.0,120.0,140.0,120.0,640.0,A,B,A,A,3,B,A,B,C,A,C,B,A,A,A,A,A,A,B,A,A,C,A,B,B
492,210055587559,2022,10,F,1,3,1,1,8,1,,0,,,,,,,,3151800,Poços de Caldas,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,D,C,B,2,C,A,B,C,A,B,B,A,A,A,A,A,A,A,A,A,C,A,B,B
493,210055039089,2022,9,F,1,3,1,1,7,1,,0,,,,,,,,2905008,Caculé,29,BA,1,1,1,1,1088.0,1058.0,1067.0,1077.0,440.2,527.6,517.0,448.2,BECBDCAEBAEDBADCBBCADBBDAADEAACBEADCACEDBCACB,BBBACEBADDBABDCBDEABDBCCACDAACEABEEDDCBCBACBD,ABCEECAECDBBBCABCDACECECABCADCEAEAACBDBEDACCB,DBCEADCDBACCBCCBDACBDCBBEDABCDBADBCDABAECBCBA,1,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,80.0,100.0,80.0,120.0,120.0,500.0,B,B,A,A,3,B,A,C,D,B,B,B,A,A,A,B,A,A,B,B,A,C,A,B,B
494,210055718943,2022,6,F,1,2,1,1,4,1,,0,,,,,,,,3129806,Ibirité,31,MG,1,1,1,1,1088.0,1058.0,1067.0,1077.0,390.6,490.6,458.0,414.3,EDBCCDEEEABECCEECDECDBACECBABDEDBEDCAEDCEBEAB,AEDBAEEEDCEBACDBDAAEBEDBCDEDEEDBEDEDEABAECABE,BBCDADAABCCDDCAABAACECEEDAAABEACDACADAEADAEDB,BACDEAEBCDBBDBDDCBDAACBAABAAADEACAAECDCAEDAAC,1,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,C,B,A,A,3,B,A,B,D,A,A,B,A,B,B,B,A,A,B,A,A,D,A,A,B
495,210054546584,2022,11,F,1,3,1,1,11,1,,0,,,,,,,,1508209,Vigia,15,PA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,E,A,D,9,D,A,B,D,A,A,B,A,A,A,A,A,A,C,A,A,E,A,A,B
496,210054951273,2022,12,F,2,1,1,1,8,1,,0,,,,,,,,2408003,Mossoró,24,RN,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,E,A,A,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
497,210054941710,2022,7,F,1,3,1,1,3,1,,0,,,,,,,,1200203,Cruzeiro do Sul,12,AC,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,D,B,5,C,A,C,D,A,C,B,B,B,B,A,A,A,B,A,A,A,A,A,A
498,210055458211,2022,2,M,1,3,1,2,0,2,1.0,0,,,,,,,,2909802,Cruz das Almas,29,BA,1,1,1,1,1087.0,1056.0,1066.0,1078.0,477.8,550.1,548.2,572.4,ADDADCAABDBADBCECDDBDDDBDDAEAEBEBCACABDAEDDDD,ECECBCCDBADCBDCCCADBABACBCDDACDEDDCACBECCAEEC,DEEAAAEBCABEDCAAADCBCDAADCAEEABBBDBBCCCACBCBB,BDEBEEADDACDEAADBBEABACECCDABCAEAEBCDBCCDBDAB,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,140.0,200.0,140.0,180.0,160.0,820.0,F,F,B,B,4,D,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,D,A,B,B
499,210054885374,2022,9,F,1,3,1,1,7,1,,0,,,,,,,,2927408,Salvador,29,BA,1,1,1,1,1088.0,1058.0,1067.0,1077.0,598.8,629.7,549.6,537.1,BEDBDCCEDAACDBDBBBACCBCDBBECAEEAABECAAADBDBCD,CEDAAAEBACCECDDAAEACABEEAEEDAEBAEECDEABCBCADD,AEDEACAE.BBAADCBECEADCECAAAABEEAAAEBDCBAACCCD,CBBCDBBECDBBCBABEABDBACDEAECDBABDCDDAADCAEBAC,1,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,160.0,160.0,160.0,160.0,160.0,800.0,H,D,F,B,2,B,A,C,D,A,A,B,B,B,A,B,A,A,C,A,A,C,A,B,B
500,210056337667,2022,2,M,1,2,1,2,0,2,2.0,0,,,,,,,,2927408,Salvador,29,BA,1,1,1,1,1086.0,1055.0,1065.0,1076.0,457.0,511.8,478.6,381.2,BBCBCBCADAABEADBBCAEDCCBAABBCBBDACBDACBCDAEAC,DEAABABADEABCABBEDBBACBDAEDAAEBCBCADEBADEACCA,BBCAEDACABAADCECDCCDABCACCBDCAABDDABADEBBBBCA,CACBBDECBBEDBAACBCEBBDBEABBDACACBDEEBBADEBDBA,1,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,120.0,180.0,120.0,120.0,80.0,620.0,D,E,C,F,5,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,D,A,A,A
501,210056706332,2022,2,F,1,1,1,3,0,1,,1,,,,,,,,1100023,Ariquemes,11,RO,1,1,1,1,1086.0,1055.0,1065.0,1076.0,433.4,524.8,551.1,504.7,ADBDADCABECDCEABECDEBEBEADCBEECADCDBDDBACBCBC,CEABAADEADBCECEDCECBCDDDAEDDBBADBCDADBCDBACEC,DDBDAEBBADBBEDECEACBEAEECCBEDAAEBDEDACAEBADCE,DBECECBDEEACDBACADDBCACACDBBDBCBADCBAEBEDEBCC,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,120.0,200.0,140.0,140.0,120.0,720.0,G,C,D,C,3,G,A,C,C,B,A,C,B,C,A,B,A,A,C,A,A,D,A,C,B
502,210054848710,2022,2,M,1,3,1,2,0,2,1.0,0,,,,,,,,1502400,Castanhal,15,PA,1,1,1,1,1087.0,1056.0,1066.0,1078.0,413.4,383.4,405.9,414.5,ECDBDCBCDBBABACADCCBCBADCBADBABBDEBDDDBBBBDEB,ABBDEEACCCEDDABCCBECDDEBACAACEAACEDDEBCAEBBDD,CDEDAADECCCABBCEDEABEEEAAEEECCAEBDBCECBECDDAE,EDBCCDBBDEABEAEBDEACBDDAACDCAECADEEABCABDECCC,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,80.0,80.0,80.0,80.0,0.0,320.0,E,E,C,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
503,210054773922,2022,7,F,1,1,1,1,3,1,,0,,,,,,,,4312401,Montenegro,43,RS,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,B,C,B,3,D,A,B,C,A,B,B,B,B,B,B,A,B,B,A,A,D,A,B,B
504,210054491112,2022,9,M,1,3,1,1,4,1,,0,,,,,,,,1302603,Manaus,13,AM,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,A,A,2,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A
505,210056565560,2022,4,F,1,3,1,1,1,1,,0,,,,,,,,3121605,Diamantina,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,D,D,A,B,4,B,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
506,210057218106,2022,13,F,2,4,1,1,11,1,,0,,,,,,,,2704302,Maceió,27,AL,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,C,C,B,3,C,A,C,C,B,A,B,A,B,A,A,A,B,A,A,A,D,A,B,B
507,210056906572,2022,11,F,1,3,1,1,0,1,,0,,,,,,,,3147907,Passos,31,MG,1,1,1,1,1187.0,1177.0,1181.0,1183.0,447.3,516.6,541.7,553.0,EBADEDDCEAABCEBDEBCEAAABDDCCDCEACABEBDBAADEBB,AAACACBCCDDBDDACEAACBAEABEAEABDCCEEEBDBDBCEAC,ABAAEACCDECAACDBBABABEAAEADAEAAAAEEDAEDDBDBAD,DCAADADAEEEAEDBEDBACBADDEAEEECADCCBDBDCECECDE,1,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,120.0,120.0,120.0,100.0,580.0,B,B,B,B,1,B,A,B,B,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,B
508,210056925459,2022,12,M,0,1,1,1,15,1,,0,,,,,,,,3304557,Rio de Janeiro,33,RJ,1,1,1,1,1189.0,1178.0,1182.0,1185.0,539.8,658.5,666.9,566.9,BDDDACCDCAEBDCEBADAACAEDBDAEABCADECBBDEEEECBA,CBDAAADBCECBDDEAACABBBEEAEEDADBAEBCAEBBDBEACD,DDBEDDAABDBEDDCCBBEAAEEABECABEEABACBDDAADCCCC,CDDADABADEABBADCAEAEDEACDACDBDBAACADEBAAAEEAE,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,6.0,0.0,0.0,0.0,0.0,0.0,0.0,G,F,D,F,4,H,A,C,C,C,A,C,A,B,A,B,A,B,D,B,B,E,B,E,B
509,210055580920,2022,7,M,1,3,1,1,1,1,,0,,,,,,,,2403251,Parnamirim,24,RN,1,1,1,1,1086.0,1055.0,1065.0,1076.0,393.7,507.2,479.9,497.7,ABEACACDBCDABADBBAEBAEEADCBECDDEEADBDBCEBEAEC,AEABAEAEBDBCEAAEDAABADEBAEBCCECCDAEABBABDACEA,CBDEBEAEAEDCDDAADBEAAACCCDBBCBAEBDACACEEBEECD,ECDBDBDEEDACDABBCEBABCBABEDBCEACABCBBCBADAEAC,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,3.0,0.0,0.0,0.0,0.0,0.0,0.0,D,H,F,B,5,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
510,210055812555,2022,6,M,1,3,1,2,0,2,,0,3304557.0,Rio de Janeiro,33.0,RJ,2.0,1.0,1.0,3304557,Rio de Janeiro,33,RJ,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,H,D,F,B,1,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
511,210054790516,2022,2,F,1,1,1,2,0,2,1.0,0,,,,,,,,4314902,Porto Alegre,43,RS,1,1,1,1,1190.0,1176.0,1180.0,1186.0,445.8,544.1,501.4,490.5,ACEACBCBDDDCBBDBEBAACEBDACABDBBCBCACBCACBCADE,EBBCBCBEADECBDCAAEDDABCCDADEACEDDCCAECBCAAADD,DDDEBDEBCACAADACBDBAECACCACACCBAADEBBDABDECCA,CDEBAAEDBCAEEACAABEDECDDCDCACCAEDDBDBDAAEADCB,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,180.0,120.0,120.0,40.0,580.0,E,F,B,D,5,G,A,B,C,A,A,B,B,B,B,A,A,A,D,A,A,D,A,B,B
512,210054880864,2022,4,M,1,3,1,2,0,2,1.0,0,1500800.0,Ananindeua,15.0,PA,2.0,1.0,1.0,1500800,Ananindeua,15,PA,1,1,1,1,1087.0,1056.0,1066.0,1078.0,445.6,538.0,530.8,494.6,ACDBABACDCBCDBDBCCEBBBCDDEABDDABDCBBBACEAEACD,EBAABCCEBEDBBEBACEABACACAAADEBEACACABECAAAECC,CCDDBDDACAAAABAECDEAACABBABDCAAABAACCBCBABCBA,BEBEBCACCCBAEDCADBBCCCCCECACCADCBABCDECABCCCD,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,100.0,180.0,120.0,120.0,140.0,660.0,C,C,B,B,4,B,C,B,C,A,A,B,A,B,A,A,A,A,C,A,A,C,A,B,B
513,210055895086,2022,3,F,1,1,1,1,1,1,,0,,,,,,,,3516200,Franca,35,SP,1,1,1,1,1086.0,1055.0,1065.0,1076.0,519.8,478.1,445.3,397.4,AAEADBCCEABCEECDBADCECCBDCEACEDEDCACBDBDDCDAA,DEACBEDBDABBCEDBDCABADCEAEBAADCACADEECABAEBCD,ECEACAADAEBCADBADBCBABCDCCEADABEBEDCCCEDDAEAA,BDCDBBDEDAACACECBBBDAAEBAECDDBAEBCDDBCD*CEACD,1,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,2.0,0.0,0.0,0.0,0.0,0.0,0.0,D,E,D,D,3,D,A,C,C,C,A,B,A,B,A,B,A,B,B,B,A,D,A,B,B
514,210055363693,2022,9,M,1,2,1,1,6,1,,0,,,,,,,,3118601,Contagem,31,MG,1,1,1,1,1085.0,1057.0,1068.0,1075.0,580.5,647.9,593.9,702.0,ADCDEADAACDBAEABCBCDDCBEDBAACBCACBECEDCDCCCBE,ABACABBDACACDBBDAAADCCDDBDCACBAECBABACEDADEAB,BADCECCBBBCCBACBECBADEABBCAAECEBEEDCABBEBBBAA,CADBEBDCDDEDDEDCEECBBCECBDCDDDCACEBAEDBBEACBC,1,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,180.0,200.0,180.0,200.0,200.0,960.0,C,F,D,B,3,C,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,D,A,B,B
515,210057227603,2022,1,M,1,1,1,3,0,1,,1,,,,,,,,5004502,Itaporã,50,MS,1,1,1,1,1086.0,1055.0,1065.0,1076.0,458.7,625.4,598.8,477.9,EACADACAEEDDCABBDEDAECAEEDBCECEEDADB*ADE.ABCE,DAACEDDADBADECBEBBABEDDAADDCCECABACDBBDDEBCCA,DCBDEDABACDDBDBEBACCDDACCCBCECAAEDCCAEADBEEDA,CCABDCCEEDACBABDAADCEBEBDDBADEDBCBACADEDABDEB,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,160.0,200.0,140.0,180.0,160.0,840.0,H,E,F,B,4,D,A,B,C,A,A,B,B,B,A,B,A,A,A,A,A,E,A,A,B
